country,year,Fd1y,B1_R_B,B2_R_B,B3_R_B,B4_R_B,B6_R_B,B7_R_B,B8_R_B,L0g0y
152,1933,0.18832324,0,0,0,0,1,0,0,0.20884216
152,1934,0.055956513,0,0,0,0,0,0,0,0.18832324
152,1935,0.047980346,0,0,0,0,1,0,0,0.055956513
152,1950,0.042657476,0,0,0,1,0,0,0,0.048082419
152,1951,0.062419802,0,0,0,0,0,1,0,0.042657476
152,1952,0.072645724,0,0,0,0,0,1,0,0.062419802
152,1953,-0.032888085,0,0,0,1,0,0,0,0.072645724
152,1954,0.036925003,0,0,1,0,0,0,0,-0.032888085
152,1955,0.016672941,0,0,0,0,1,0,0,0.036925003
152,1956,0.09771926,0,0,0,1,0,0,0,0.016672941
152,1957,0.053450111,0,0,0,0,0,1,0,0.09771926
152,1958,-0.058302846,0,0,0,0,0,0,1,0.053450111
152,1959,0.079689793,0,0,0,0,0,0,0,-0.058302846
152,1960,0.052452717,0,0,0,0,0,0,0,0.079689793
152,1961,0.040266857,0,0,1,0,0,0,0,0.052452717
152,1962,0.058401402,0,0,0,1,0,0,0,0.040266857
152,1963,0.025572205,0,0,0,0,0,0,0,0.058401402
152,1964,0.009502725,0,1,0,0,0,0,0,0.025572205
152,1965,0.11236242,0,0,1,0,0,0,0,0.009502725
152,1966,0.03616,0,0,0,0,0,0,0,0.11236242
152,1967,0.035920132,0,0,1,0,0,0,0,0.03616
152,1968,0.039379831,0,0,0,0,1,0,0,0.035920132
152,1969,0.01828967,0,0,0,0,1,0,0,0.039379831
152,1970,0.094226867,1,0,0,0,0,0,0,0.01828967
152,1971,-0.010199478,0,0,0,0,1,0,0,0.094226867
152,1972,-0.050292481,1,0,0,0,0,0,0,-0.010199478
152,1973,0.023821492,0,0,0,0,0,0,1,-0.050292481
152,1974,-0.12912101,0,0,0,1,0,0,0,0.023821492
152,1975,0.038325839,0,0,0,0,0,0,1,-0.12912101
152,1976,0.10444686,0,0,0,0,0,0,0,0.038325839
152,1977,0.077011034,0,0,0,0,0,0,1,0.10444686
152,1978,0.084183045,0,0,0,0,1,0,0,0.077011034
152,1979,0.079866208,0,0,0,0,0,1,0,0.084183045
152,1980,0.065253705,0,0,0,0,0,1,0,0.079866208
152,1981,-0.11014305,0,0,1,0,0,0,0,0.065253705
152,1982,-0.050174203,0,1,0,0,0,0,0,-0.11014305
152,1983,0.041036833,0,0,1,0,0,0,0,-0.050174203
152,1984,0.040099163,0,0,0,1,0,0,0,0.041036833
152,1985,0.053776924,0,0,1,0,0,0,0,0.040099163
152,1986,0.064604685,0,0,0,1,0,0,0,0.053776924
152,1987,0.073451102,0,1,0,0,0,0,0,0.064604685
152,1988,0.099233828,0,0,0,0,0,0,0,0.073451102
152,1989,0.033335656,0,0,0,0,0,1,0,0.099233828
152,1990,0.078043923,0,0,0,0,0,0,1,0.033335656
152,1991,0.11166708,0,0,0,0,0,0,1,0.078043923
152,1992,0.065887839,0,0,0,1,0,0,0,0.11166708
152,1993,0.05030198,0,0,0,0,0,0,1,0.065887839
152,1994,0.089332961,0,0,0,0,0,0,0,0.05030198
152,1995,0.068029165,0,0,0,0,1,0,0,0.089332961
152,1996,0.074278899,0,0,0,0,0,0,0,0.068029165
152,1997,0.043245796,0,0,0,1,0,0,0,0.074278899
152,1998,-0.004120962,0,1,0,0,0,0,0,0.043245796
152,1999,0.053269386,0,0,0,0,0,0,1,-0.004120962
152,2000,0.033030473,0,0,0,1,0,0,0,0.053269386
152,2001,0.031069705,0,0,0,0,1,0,0,0.033030473
152,2002,0.040910479,0,0,0,1,0,0,0,0.031069705
152,2003,0.072095402,0,0,0,0,0,0,1,0.040910479
152,2004,0.057428304,0,0,0,0,1,0,0,0.072095402
152,2005,0.063171767,0,0,0,0,1,0,0,0.057428304
152,2006,0.049053244,0,0,0,0,0,0,0,0.063171767
152,2007,0.035295304,0,0,0,0,0,0,0,0.049053244
152,2008,-0.015642395,0,0,0,1,0,0,0,0.035295304
152,2009,0.058441773,0,0,0,0,0,1,0,-0.015642395
152,2010,0.061109189,0,0,0,0,0,0,1,0.058441773
152,2011,0.053186279,0,0,1,0,0,0,0,0.061109189
152,2012,0.040450044,0,0,0,0,0,0,0,0.053186279
152,2013,0.019096933,0,0,0,0,0,0,0,0.040450044
170,1930,-0.006078994,0,0,0,0,1,0,0,-0.008765136
170,1931,0.054421671,1,0,0,0,0,0,0,-0.006078994
170,1932,0.054586377,0,0,0,0,0,0,1,0.054421671
170,1933,-0.021070687,0,0,0,0,0,1,0,0.054586377
170,1934,0.10622423,0,0,0,0,0,0,0,-0.021070687
170,1935,0.051540785,0,0,0,1,0,0,0,0.10622423
170,1950,0.030427951,0,0,1,0,0,0,0,0.017629955
170,1951,0.061214376,0,0,0,0,0,1,0,0.030427951
170,1952,0.059475452,0,0,0,0,1,0,0,0.061214376
170,1953,0.067149147,0,0,0,1,0,0,0,0.059475452
170,1954,0.037928823,0,0,0,0,0,0,0,0.067149147
170,1955,0.039438989,0,0,0,0,0,0,0,0.037928823
170,1956,0.035930958,0,0,0,0,1,0,0,0.039438989
170,1957,0.024800647,0,0,0,1,0,0,0,0.035930958
170,1958,0.069578201,0,0,0,0,0,0,0,0.024800647
170,1959,0.041626759,0,0,0,1,0,0,0,0.069578201
170,1960,0.052653722,0,0,0,1,0,0,0,0.041626759
170,1961,0.054665003,0,0,0,0,0,0,0,0.052653722
170,1962,0.029041147,0,0,0,0,0,0,0,0.054665003
170,1963,0.066023417,0,0,1,0,0,0,0,0.029041147
170,1964,0.030124871,0,0,0,0,0,0,0,0.066023417
170,1965,0.053223681,0,0,0,1,0,0,0,0.030124871
170,1966,0.041906357,0,0,0,1,0,0,0,0.053223681
170,1967,0.064274445,0,0,0,0,1,0,0,0.041906357
170,1968,0.065209351,0,0,0,0,0,0,0,0.064274445
170,1969,0.069565155,0,0,0,0,0,0,0,0.065209351
170,1970,0.059512228,0,0,0,0,0,0,0,0.069565155
170,1971,0.076734148,0,0,1,0,0,0,0,0.059512228
170,1972,0.067274816,0,0,1,0,0,0,0,0.076734148
170,1973,0.057425223,0,0,0,1,0,0,0,0.067274816
170,1974,0.022480471,0,0,1,0,0,0,0,0.057425223
170,1975,0.048171874,0,0,0,1,0,0,0,0.022480471
170,1976,0.041480135,0,0,0,1,0,0,0,0.048171874
170,1977,0.084634505,0,0,0,0,1,0,0,0.041480135
170,1978,0.053828534,0,0,0,0,0,1,0,0.084634505
170,1979,0.040981993,0,0,0,0,0,0,0,0.053828534
170,1980,0.022632167,0,0,1,0,0,0,0,0.040981993
170,1981,0.009484803,0,0,0,0,0,0,1,0.022632167
170,1982,0.015843764,0,1,0,0,0,0,0,0.009484803
170,1983,0.033551011,0,0,1,0,0,0,0,0.015843764
170,1984,0.030882647,1,0,0,0,0,0,0,0.033551011
170,1985,0.058382925,0,1,0,0,0,0,0,0.030882647
170,1994,0.052024376,0,0,0,1,0,0,0,0.058358118
170,1995,0.020558547,0,0,1,0,0,0,0,0.052024376
170,1996,0.034302935,0,0,0,0,0,0,0,0.020558547
170,1997,0.005697841,0,0,0,0,0,1,0,0.034302935
170,1998,-0.042040154,1,0,0,0,0,0,0,0.005697841
170,1999,0.044199929,0,0,1,0,0,0,0,-0.042040154
170,2000,0.016778983,1,0,0,0,0,0,0,0.044199929
170,2001,0.025039803,0,0,0,0,0,0,1,0.016778983
170,2002,0.039182719,0,0,0,0,0,0,1,0.025039803
170,2003,0.05333022,0,0,0,0,0,1,0,0.039182719
170,2004,0.04706556,0,0,0,0,0,0,1,0.05333022
170,2005,0.066975154,0,0,0,0,0,0,1,0.04706556
170,2006,0.069006279,0,0,0,0,0,0,0,0.066975154
170,2007,0.035468049,0,0,0,1,0,0,0,0.069006279
170,2008,0.016515492,0,1,0,0,0,0,0,0.035468049
170,2009,0.03971801,0,0,0,0,0,0,1,0.016515492
170,2010,0.06589511,0,0,0,0,1,0,0,0.03971801
170,2011,0.040439438,0,0,0,1,0,0,0,0.06589511
170,2012,0.048740655,0,0,0,0,0,0,0,0.040439438
170,2013,0.043936085,0,0,1,0,0,0,0,0.048740655
203,1998,0.014380503,1,0,0,0,0,0,0,-0.003160327
203,1999,0.042941362,0,0,0,0,0,0,1,0.014380503
203,2000,0.030515213,0,0,0,0,1,0,0,0.042941362
203,2001,0.016469497,0,0,0,0,1,0,0,0.030515213
203,2002,0.036018427,0,0,0,0,0,0,1,0.016469497
203,2003,0.049474563,0,0,0,0,0,0,0,0.036018427
203,2004,0.064422622,0,0,0,0,0,1,0,0.049474563
203,2005,0.068765447,0,0,0,0,0,0,0,0.064422622
203,2006,0.055292662,0,0,0,1,0,0,0,0.068765447
203,2007,0.027109556,0,0,0,0,0,1,0,0.055292662
203,2008,-0.048417855,0,0,1,0,0,0,0,0.027109556
203,2009,0.022950897,0,0,0,0,0,1,0,-0.048417855
203,2010,0.020047041,0,0,0,0,0,0,0,0.022950897
203,2011,-0.007998442,0,0,1,0,0,0,0,0.020047041
203,2012,-0.00483671,0,0,0,0,1,0,0,-0.007998442
203,2013,0.02715116,0,0,0,0,0,0,0,-0.00483671
208,1878,0.032088313,0,0,0,0,0,1,0,0.038786024
208,1879,0.023408091,0,0,0,0,1,0,0,0.032088313
208,1886,0.03548044,0,0,0,0,1,0,0,0.039130423
208,1887,0.006514681,0,0,0,0,0,0,0,0.03548044
208,1896,0.023451662,0,0,0,0,0,0,0,0.036242101
208,1897,0.016420729,0,0,0,0,0,0,0,0.023451662
208,1898,0.041473314,0,0,0,1,0,0,0,0.016420729
208,1899,0.033797249,0,0,0,1,0,0,0,0.041473314
208,1900,0.041426044,0,0,0,0,0,0,0,0.033797249
208,1901,0.022923641,0,0,0,0,0,0,0,0.041426044
208,1902,0.057787802,0,0,0,0,0,0,0,0.022923641
208,1903,0.02116481,0,0,0,0,0,0,0,0.057787802
208,1904,0.016872561,0,0,0,0,0,0,0,0.02116481
208,1905,0.027920596,0,0,0,0,0,0,0,0.016872561
208,1906,0.036859211,0,0,0,0,0,0,0,0.027920596
208,1907,0.030881314,0,0,0,1,0,0,0,0.036859211
208,1908,0.037870273,0,0,1,0,0,0,0,0.030881314
208,1909,0.029952323,0,0,0,0,1,0,0,0.037870273
208,1910,0.052167229,0,0,0,1,0,0,0,0.029952323
208,1923,0.003046526,0,0,0,0,0,0,0,0.1002039
208,1924,-0.023078078,0,0,0,1,0,0,0,0.003046526
208,1925,0.05672605,0,0,0,0,0,0,0,-0.023078078
208,1926,0.019658441,0,0,0,0,1,0,0,0.05672605
208,1927,0.033324659,0,0,0,0,1,0,0,0.019658441
208,1928,0.064799935,0,0,0,0,0,0,0,0.033324659
208,1929,0.057775509,0,0,0,0,0,0,0,0.064799935
208,1930,0.011043057,0,0,0,0,0,0,0,0.057775509
208,1931,-0.026585801,0,0,0,1,0,0,0,0.011043057
208,1932,0.031454951,0,0,0,0,0,0,0,-0.026585801
208,1933,0.029906536,0,0,0,0,1,0,0,0.031454951
208,1934,0.022145428,0,0,0,0,0,0,0,0.029906536
208,1935,0.024481723,0,0,0,1,0,0,0,0.022145428
208,1950,0.006654816,0,0,0,1,0,0,0,0.076459572
208,1951,0.009734059,0,0,1,0,0,0,0,0.006654816
208,1952,0.055333957,0,0,0,0,0,0,0,0.009734059
208,1953,0.019243084,0,0,0,0,0,0,0,0.055333957
208,1954,0.010718873,0,0,0,0,0,0,0,0.019243084
208,1955,0.012020855,0,0,0,0,0,0,0,0.010718873
208,1956,0.073135711,0,0,0,0,0,0,0,0.012020855
208,1957,0.022270171,0,0,0,1,0,0,0,0.073135711
208,1958,0.071752422,0,0,0,0,0,1,0,0.022270171
208,1959,0.027551649,0,0,0,0,0,0,0,0.071752422
208,1960,0.063788325,0,0,0,0,0,0,0,0.027551649
208,1961,0.056668218,0,0,0,0,0,0,0,0.063788325
208,1962,0.006370212,0,0,0,0,1,0,0,0.056668218
208,1963,0.092699386,0,0,0,0,0,0,0,0.006370212
208,1964,0.045552548,0,0,0,0,0,0,0,0.092699386
208,1965,0.027409101,0,0,0,0,0,0,0,0.045552548
208,1966,0.03421605,0,0,0,0,0,0,0,0.027409101
208,1967,0.039749477,0,0,0,1,0,0,0,0.03421605
208,1968,0.063224852,0,0,0,0,0,0,0,0.039749477
208,1969,0.02735218,0,0,0,1,0,0,0,0.063224852
208,1970,0.03005033,0,0,0,1,0,0,0,0.02735218
208,1971,0.039293438,0,0,0,1,0,0,0,0.03005033
208,1972,0.04092925,0,0,0,0,0,0,1,0.039293438
208,1973,-0.011224116,0,0,0,1,0,0,0,0.04092925
208,1974,-0.014565418,0,0,1,0,0,0,0,-0.011224116
208,1975,0.059245743,0,0,0,0,1,0,0,-0.014565418
208,1976,0.018702887,0,0,0,1,0,0,0,0.059245743
208,1977,0.022263085,0,0,0,1,0,0,0,0.018702887
208,1978,0.038690563,0,0,0,1,0,0,0,0.022263085
208,1979,-0.004829923,0,0,0,1,0,0,0,0.038690563
208,1980,-0.00666133,0,0,0,1,0,0,0,-0.004829923
208,1981,0.036846507,0,0,0,0,0,0,0,-0.00666133
208,1982,0.025960613,0,0,0,0,1,0,0,0.036846507
208,1983,0.041661512,0,0,0,0,0,0,1,0.025960613
208,1984,0.040036853,0,0,1,0,0,0,0,0.041661512
208,1985,0.049042527,0,0,0,0,0,0,1,0.040036853
208,1986,0.002542261,0,0,1,0,0,0,0,0.049042527
208,1987,-0.0001363,0,0,0,1,0,0,0,0.002542261
208,1988,0.00645215,0,0,0,0,1,0,0,-0.0001363
208,1989,0.014752448,0,0,0,1,0,0,0,0.00645215
208,1990,0.013936561,0,0,1,0,0,0,0,0.014752448
208,1991,0.019570116,0,0,0,0,0,0,0,0.013936561
208,1992,0.000106594,0,0,1,0,0,0,0,0.019570116
208,1993,0.053324483,0,0,0,0,0,0,1,0.000106594
208,1994,0.030276341,0,0,0,1,0,0,0,0.053324483
208,1995,0.029000683,0,0,0,0,0,0,0,0.030276341
208,1996,0.032608796,0,0,0,0,1,0,0,0.029000683
208,1997,0.022181619,0,0,0,0,0,0,1,0.032608796
208,1998,0.029480072,0,0,0,1,0,0,0,0.022181619
208,1999,0.037469003,0,0,0,0,0,0,0,0.029480072
208,2000,0.008231494,0,0,0,0,0,0,1,0.037469003
208,2001,0.004663449,0,0,0,1,0,0,0,0.008231494
208,2002,0.003900739,0,0,0,1,0,0,0,0.004663449
208,2003,0.026681934,0,0,0,0,0,1,0,0.003900739
208,2004,0.023366645,0,0,0,0,1,0,0,0.026681934
208,2005,0.039129801,0,0,0,0,0,1,0,0.023366645
208,2006,0.00909253,0,0,0,0,1,0,0,0.039129801
208,2007,-0.005120252,0,0,0,1,0,0,0,0.00909253
208,2008,-0.049065255,1,0,0,0,0,0,0,-0.005120252
208,2009,0.018709926,0,0,0,0,0,0,1,-0.049065255
208,2010,0.013367747,0,0,0,0,0,0,0,0.018709926
208,2011,0.002264685,0,1,0,0,0,0,0,0.013367747
208,2012,0.009333493,0,0,0,0,0,0,0,0.002264685
208,2013,0.016759343,0,0,0,0,0,1,0,0.009333493
246,1923,0.025322255,0,0,0,0,0,0,0,0.070194222
246,1924,0.056631468,0,0,0,0,0,0,0,0.025322255
246,1925,0.036870908,0,0,0,0,1,0,0,0.056631468
246,1926,0.074372627,0,0,0,0,0,1,0,0.036870908
246,1927,0.066321991,0,0,0,0,0,0,1,0.074372627
246,1928,0.0103097,0,0,0,1,0,0,0,0.066321991
246,1929,-0.011075146,0,0,1,0,0,0,0,0.0103097
246,1930,-0.024682505,0,0,0,0,0,0,0,-0.011075146
246,1931,-0.004483313,0,0,0,1,0,0,0,-0.024682505
246,1932,0.063701831,0,0,0,1,0,0,0,-0.004483313
246,1933,0.10791294,0,0,0,0,0,1,0,0.063701831
246,1934,0.042133521,0,0,0,0,0,0,0,0.10791294
246,1935,0.064769581,0,0,0,0,0,0,0,0.042133521
246,1950,0.080711924,0,0,0,0,0,0,0,0.036638282
246,1951,0.034935772,0,0,0,1,0,0,0,0.080711924
246,1952,0.006304616,0,0,0,1,0,0,0,0.034935772
246,1953,0.084131971,0,0,0,0,0,1,0,0.006304616
246,1954,0.049486056,0,0,0,0,0,0,0,0.084131971
246,1955,0.029582914,0,0,0,0,1,0,0,0.049486056
246,1956,0.044984661,0,0,0,1,0,0,0,0.029582914
246,1957,0.004729877,0,0,1,0,0,0,0,0.044984661
246,1958,0.058099877,0,0,0,0,0,0,0,0.004729877
246,1959,0.087111585,0,0,0,0,1,0,0,0.058099877
246,1960,0.076046705,0,0,0,0,0,0,0,0.087111585
246,1961,0.029819455,0,0,0,0,0,0,0,0.076046705
246,1962,0.032850996,0,0,0,0,0,0,0,0.029819455
246,1963,0.052386865,0,0,0,1,0,0,0,0.032850996
246,1964,0.05302858,0,0,0,1,0,0,0,0.052386865
246,1965,0.023728229,0,0,0,1,0,0,0,0.05302858
246,1966,0.02168829,0,0,0,1,0,0,0,0.023728229
246,1967,0.023032898,0,0,0,1,0,0,0,0.02168829
246,1968,0.095932871,0,0,0,0,0,0,0,0.023032898
246,1969,0.053339075,0,0,0,0,1,0,0,0.095932871
246,1970,0.023569202,0,0,0,0,0,0,0,0.053339075
246,1971,0.077354856,0,0,0,0,1,0,0,0.023569202
246,1972,0.069838278,0,0,0,0,0,0,1,0.077354856
246,1973,0.032365337,0,0,0,0,0,0,1,0.069838278
246,1974,0.018048977,0,1,0,0,0,0,0,0.032365337
246,1975,0.00344383,0,0,1,0,0,0,0,0.018048977
246,1976,0.002395104,0,0,1,0,0,0,0,0.00344383
246,1977,0.02919708,0,0,1,0,0,0,0,0.002395104
246,1978,0.071219265,0,0,0,0,0,0,0,0.02919708
246,1979,0.053890478,0,0,0,0,1,0,0,0.071219265
246,1980,0.012947744,0,0,0,1,0,0,0,0.053890478
246,1981,0.030873543,0,0,0,0,0,0,0,0.012947744
246,1982,0.031210573,0,0,0,0,0,1,0,0.030873543
246,1983,0.032141279,0,0,0,0,1,0,0,0.031210573
246,1984,0.03536693,0,0,0,0,0,0,0,0.032141279
246,1985,0.027261382,0,0,0,0,0,0,0,0.03536693
246,1986,0.035590958,0,0,0,0,0,0,1,0.027261382
246,1987,0.052098587,0,0,0,0,0,0,0,0.035590958
246,1988,0.05087702,0,0,0,0,0,1,0,0.052098587
246,1989,0.006757835,0,0,1,0,0,0,0,0.05087702
246,1990,-0.059144258,0,1,0,0,0,0,0,0.006757835
246,1991,-0.033246294,0,1,0,0,0,0,0,-0.059144258
246,1992,-0.007344933,1,0,0,0,0,0,0,-0.033246294
246,1993,0.039392609,0,0,0,0,0,0,1,-0.007344933
246,1994,0.042071309,0,0,1,0,0,0,0,0.039392609
246,1995,0.03658833,0,0,1,0,0,0,0,0.042071309
246,1996,0.062518075,0,0,0,0,0,1,0,0.03658833
246,1997,0.054285124,0,0,0,0,0,0,1,0.062518075
246,1998,0.044441342,0,0,0,0,0,0,0,0.054285124
246,1999,0.056348477,0,0,0,0,0,0,0,0.044441342
246,2000,0.025807923,0,0,0,0,0,1,0,0.056348477
246,2001,0.01680325,0,0,1,0,0,0,0,0.025807923
246,2002,0.019939842,0,0,1,0,0,0,0,0.01680325
246,2003,0.03926057,0,0,0,0,0,1,0,0.019939842
246,2004,0.027799552,0,0,0,0,1,0,0,0.03926057
246,2005,0.040551972,0,0,0,0,1,0,0,0.027799552
246,2006,0.051848006,0,0,0,0,0,1,0,0.040551972
246,2007,0.007206685,0,0,0,0,0,0,0,0.051848006
246,2008,-0.082690366,1,0,0,0,0,0,0,0.007206685
246,2009,0.029923374,0,0,0,0,0,0,1,-0.082690366
246,2010,0.025708176,0,0,0,0,0,0,0,0.029923374
246,2011,-0.014261893,0,0,1,0,0,0,0,0.025708176
246,2012,-0.007580363,0,0,0,0,0,0,0,-0.014261893
246,2013,-0.006317281,0,0,0,0,0,1,0,-0.007580363
251,1904,0.017241824,0,0,0,0,0,0,0,0.00748128
251,1905,0.018149395,0,0,0,0,0,0,0,0.017241824
251,1906,0.042259775,0,0,0,0,0,0,0,0.018149395
251,1907,-0.005763729,0,0,0,1,0,0,0,0.042259775
251,1908,0.04077572,0,0,0,0,0,0,0,-0.005763729
251,1909,-0.062985845,0,0,0,0,1,0,0,0.04077572
251,1910,0.093589418,0,0,0,0,0,0,0,-0.062985845
251,1923,0.11821193,0,0,0,0,0,0,0,0.050480817
251,1924,0.004279014,0,0,0,1,0,0,0,0.11821193
251,1925,0.026128802,0,0,0,0,0,0,0,0.004279014
251,1926,-0.021018,0,0,0,1,0,0,0,0.026128802
251,1927,0.067348823,0,0,0,0,0,0,0,-0.021018
251,1928,0.065332502,0,0,0,0,0,0,1,0.067348823
251,1929,-0.029447122,0,0,1,0,0,0,0,0.065332502
251,1930,-0.061630972,0,0,0,1,0,0,0,-0.029447122
251,1931,-0.06742233,0,1,0,0,0,0,0,-0.061630972
251,1932,0.069051072,0,0,0,0,1,0,0,-0.06742233
251,1933,-0.009812038,0,0,0,0,0,0,0,0.069051072
251,1934,-0.025802566,0,0,0,1,0,0,0,-0.009812038
251,1935,0.03724052,0,0,0,0,0,0,0,-0.025802566
251,1950,0.059775893,0,0,0,0,0,0,0,0.072001144
251,1951,0.026196705,0,0,0,0,0,1,0,0.059775893
251,1952,0.028456787,0,0,0,0,0,0,0,0.026196705
251,1953,0.04736707,0,0,0,0,0,0,1,0.028456787
251,1954,0.055827785,0,0,0,0,0,0,1,0.04736707
251,1955,0.04936716,0,0,0,0,1,0,0,0.055827785
251,1956,0.058468297,0,0,0,1,0,0,0,0.04936716
251,1957,0.024773404,0,0,0,0,1,0,0,0.058468297
251,1958,0.028220985,0,0,0,0,0,0,0,0.024773404
251,1959,0.068094924,0,0,0,0,0,0,1,0.028220985
251,1960,0.055062722,0,0,0,1,0,0,0,0.068094924
251,1961,0.066721745,0,0,0,0,0,0,0,0.055062722
251,1962,0.053471737,0,0,0,0,1,0,0,0.066721745
251,1963,0.065183379,0,0,0,1,0,0,0,0.053471737
251,1964,0.04778035,0,0,0,1,0,0,0,0.065183379
251,1965,0.052140079,0,0,0,1,0,0,0,0.04778035
251,1966,0.04688159,0,0,0,1,0,0,0,0.052140079
251,1967,0.042590246,0,0,0,0,0,0,0,0.04688159
251,1968,0.069905303,0,0,0,0,1,0,0,0.042590246
251,1969,0.057271186,0,0,0,0,0,0,0,0.069905303
251,1970,0.053457119,0,0,0,1,0,0,0,0.057271186
251,1971,0.045415789,0,0,0,0,0,0,0,0.053457119
251,1972,0.063104503,0,0,0,0,0,0,0,0.045415789
251,1973,0.042913519,0,0,1,0,0,0,0,0.063104503
251,1974,-0.009801623,0,1,0,0,0,0,0,0.042913519
251,1975,0.04314246,0,0,0,0,0,0,0,-0.009801623
251,1976,0.03451369,0,0,1,0,0,0,0,0.04314246
251,1977,0.039788056,0,0,0,1,0,0,0,0.03451369
251,1978,0.035591122,0,0,0,0,0,0,1,0.039788056
251,1979,0.01588189,0,0,0,1,0,0,0,0.035591122
251,1980,0.010777446,0,0,0,1,0,0,0,0.01588189
251,1981,0.025085313,0,0,1,0,0,0,0,0.010777446
251,1982,0.012562965,0,0,0,0,1,0,0,0.025085313
251,1983,0.015244693,0,0,0,0,0,0,1,0.012562965
251,1984,0.016232446,0,0,0,0,1,0,0,0.015244693
251,1985,0.023512423,0,0,0,0,0,0,1,0.016232446
251,1986,0.02577322,0,0,0,0,0,0,1,0.023512423
251,1987,0.047339544,0,1,0,0,0,0,0,0.02577322
251,1988,0.043532308,0,0,0,0,0,1,0,0.047339544
251,1989,0.029140098,0,0,0,0,1,0,0,0.043532308
251,1990,0.010391053,0,0,1,0,0,0,0,0.029140098
251,1991,0.015996713,0,0,0,0,0,0,0,0.010391053
251,1992,-0.006126529,0,0,0,0,1,0,0,0.015996713
251,1993,0.023453856,0,0,0,0,0,1,0,-0.006126529
251,1994,0.020850845,0,0,1,0,0,0,0,0.023453856
251,1995,0.01388004,0,0,0,0,0,0,0,0.020850845
251,1996,0.023373334,0,0,0,1,0,0,0,0.01388004
251,1997,0.035562012,0,0,0,0,0,0,1,0.023373334
251,1998,0.034070991,0,0,0,0,1,0,0,0.035562012
251,1999,0.038751625,0,0,0,0,0,0,1,0.034070991
251,2000,0.019544493,0,0,0,0,0,0,0,0.038751625
251,2001,0.011184569,0,0,0,0,0,0,0,0.019544493
251,2002,0.008195316,0,0,0,1,0,0,0,0.011184569
251,2003,0.027864242,0,0,0,0,1,0,0,0.008195316
251,2004,0.016077138,0,0,0,0,0,0,0,0.027864242
251,2005,0.023749469,0,0,0,0,0,1,0,0.016077138
251,2006,0.023614988,0,0,0,0,1,0,0,0.023749469
251,2007,0.001952948,0,0,1,0,0,0,0,0.023614988
251,2008,-0.029413411,1,0,0,0,0,0,0,0.001952948
251,2009,0.019656574,0,0,0,0,0,0,1,-0.029413411
251,2010,0.020792291,0,0,1,0,0,0,0,0.019656574
251,2011,0.00182693,0,1,0,0,0,0,0,0.020792291
251,2012,0.005762416,0,0,0,0,0,0,1,0.00182693
251,2013,0.009475865,0,0,0,0,0,1,0,0.005762416
276,1887,0.03844538,0,0,0,1,0,0,0,0.037705384
276,1888,0.026479481,0,0,0,0,1,0,0,0.03844538
276,1889,0.035092153,0,0,0,0,1,0,0,0.026479481
276,1890,-0.002294428,0,0,0,1,0,0,0,0.035092153
276,1891,0.040146023,0,0,0,1,0,0,0,-0.002294428
276,1892,0.048075989,0,0,0,0,0,0,0,0.040146023
276,1893,0.023436753,0,0,0,0,0,0,0,0.048075989
276,1894,0.046307877,0,0,0,0,1,0,0,0.023436753
276,1895,0.034101021,0,0,0,0,0,0,0,0.046307877
276,1896,0.027659032,0,0,0,0,0,0,0,0.034101021
276,1897,0.041921686,0,0,0,0,0,0,0,0.027659032
276,1898,0.03526897,0,0,0,0,0,0,0,0.041921686
276,1899,0.041393984,0,0,0,0,0,0,0,0.03526897
276,1900,-0.024077244,0,0,0,1,0,0,0,0.041393984
276,1901,0.023258563,0,0,0,1,0,0,0,-0.024077244
276,1902,0.053684156,0,0,0,0,0,0,0,0.023258563
276,1903,0.039016463,0,0,0,0,0,0,0,0.053684156
276,1904,0.020696614,0,0,0,0,0,0,0,0.039016463
276,1905,0.029189121,0,0,0,0,0,0,0,0.020696614
276,1906,0.042960718,0,0,0,1,0,0,0,0.029189121
276,1907,0.016518144,0,0,0,1,0,0,0,0.042960718
276,1908,0.019740999,0,0,0,0,0,0,0,0.016518144
276,1909,0.035297383,0,0,0,0,0,0,0,0.019740999
276,1910,0.03016266,0,0,0,0,0,0,0,0.035297383
276,1928,-0.004164893,0,0,0,0,0,0,0,0.042853534
276,1929,-0.014197355,0,0,0,1,0,0,0,-0.004164893
276,1930,-0.07924173,0,0,1,0,0,0,0,-0.014197355
276,1931,-0.078378841,0,0,1,0,0,0,0,-0.07924173
276,1932,0.060855009,0,0,0,0,0,0,0,-0.078378841
276,1933,0.087391131,0,0,0,0,0,0,0,0.060855009
276,1934,0.084869802,0,0,0,0,0,0,0,0.087391131
276,1935,0.084385663,0,0,0,0,1,0,0,0.084869802
276,1950,0.087426186,0,0,0,0,0,0,0,0.1835831
276,1951,0.088067189,0,0,0,0,0,0,1,0.087426186
276,1952,0.084924929,0,0,1,0,0,0,0,0.088067189
276,1953,0.077210724,0,0,0,0,0,0,1,0.084924929
276,1954,0.09140414,0,0,0,0,0,0,1,0.077210724
276,1955,0.095505551,0,0,0,0,0,0,1,0.09140414
276,1956,0.063201718,0,0,0,0,0,0,0,0.095505551
276,1957,0.048527215,0,0,0,0,1,0,0,0.063201718
276,1958,0.07601735,0,0,0,0,0,0,1,0.048527215
276,1959,0.060849383,0,0,0,0,0,0,1,0.07601735
276,1960,0.045018628,0,0,0,0,0,1,0,0.060849383
276,1961,0.044922441,0,0,0,0,0,0,0,0.045018628
