chn1080p_i,migrant1127,lnmig1127,mig1127_d,altermig,chgnorther,chgsouther,gdppc2000,lngdppc2000,lnavglight2000,lnlightpc2000,lnpopden2000,provgb,south,coast,dist_ports,x_coord,y_coord,dsongrivers,area,lnarea,lnwheat,lnrice,lnmaize,lnspotato,dist_HZ,shock,change,n_change,migperiod,premig,postmig,difmigperiod,migperiod_1,migperiod_2,difmigperiod_1,difmigperiod_2,songhh0741,lnsongp_ssden,lnsongp_ming1den,lnsongp_ming2den,lnsongp_ming3den,lnsongp_qing1den,lnsongp_qing2den,lnsongp_qing3den,hh1080,lnhh1080,lnhhden1080,songp1080,lnsongp0741,lnsongp1102,lnsongp1290,lnsongp1391,nsden,ssden,ming1den,ming2den,ming3den,qing1den,qing2den,qing3den,lnnsden,lnmingjinshiden,lnqingjinshiden,d_s_ming,d_n_ming,d_s_qing,d_n_qing,lntotacademy1,lnacademy3den,lnacademy4den,highratio2000,s_highratio2005,n_highratio2005,surdiv05_old,elf_mainlang,lnquota0,lnquota0sh,fuke,benchratio,n_non_ratio_40,sort_n_non_ratio_40,unsort_n_non_ratio_40,n_non_ratio_20,pref_surcorr,lnsongp1776,conflictden_ming,conflictden_qing
35,0,0,0,-.88137364,-1.8184465,-.93707287,8.482873,2.1380491,1.435519,-3.9446447,5.6218505,44,1,1,163.14787,114.88612,23.510218,1,26416,10.181726,1.1936393,1.2725918,1.246065,1.1353137,.91618913,0,0,0,0,0,0,0,0,0,0,0,7218.34619140625,-11.871277,-11.826981,-10.913448,-10.478781,-10.19434,-9.9563217,-9.3528967,61121,11.020611,.83888561,.30560499,-3.3216915,-1.1854619,-2.312484,-2.1185417,53.999737,232.93321,36.276321,33.258556,21.534243,15.190417,13.569294,5.675283,4.0535178,4.4206028,3.6032376,1,0,1,0,1.6094379,3.21663,2.9100904,12.201565,12.394775,13.756614,.96301615,.23227046,4.8104072,4.5947661,0,1.1792921,.54486018,.56134725,.53120852,1.2718601,.40273958,.21564141,16.629278,3.1927752
36,0,0,0,1.8184465,0,-1.8184465,2.9876974,1.0945029,.72233647,-4.7635283,5.7231197,45,1,0,439.76746,109.1579,22.778593,0,3462,8.1496019,1.3375041,1.2110903,1.3560805,1.1065174,1.375912,0,0,0,0,0,0,0,0,0,0,0,2470.6201171875,-12.553079,-11.881151,-10.937134,-10.495401,-10.207765,-9.9668226,-9.3355589,3451,8.1464195,-.0031824126,.017255001,-4.3938479,-4.0596533,-4.7462969,-4.2366214,0,572.14215,166.97502,16.240883,0,0,24.618916,19.642908,4.0894222,4.5792913,4.215116,0,0,1,0,0,4.5792913,3.8966622,8.3788538,,,,.094897129,3.0315857,4.8595157,0,0,,,,,0,-1.82793,0,18.464188
37,3,1.3862944,1,0,0,0,2.3666546,.86147738,1.0334474,-4.9007492,6.1681037,45,1,0,396.62338,109.57808,23.087391,0,3567,8.1794806,1.327296,1.2704625,1.3105826,1.0986123,1.3208683,0,0,0,0,0,0,0,0,0,0,0,3031.551025390625,-11.184427,-11.369451,-10.724991,-10.366012,-10.117978,-9.9007778,-9.1842937,7460,8.9173107,.73783052,.037300002,-4.1892428,-3.2887619,-2.8438718,-3.4494207,0,0,0,0,0,6.9483037,11.183557,13.656992,3.3520093,2.545511,3.9185219,0,0,1,0,0,2.545511,3.1075916,9.9680271,10.752688,16.666666,.95152503,.0098921508,2.9436061,4.6771145,0,.54694211,0,0,0,1.4705882,-.0011270478,-1.7335082,0,11.183557
38,0,0,0,-.88137358,-.88137358,0,2.0960193,.74003994,.094480157,-5.6687293,6.0047746,45,1,0,318.63687,110.40724,23.536201,1,3012,8.0103598,1.320045,1.2992829,1.3470737,1.1567199,1.2238094,0,1,0,0,0,0,0,0,0,0,0,9002.738798141479,-11.583328,-11.37838,-10.737916,-10.380273,-10.132918,-9.9160843,-9.1953592,8039,8.9920597,.98170036,.040194999,-3.1007886,-3.2140126,-3.9374502,-3.6249866,0,0,58.042027,15.295471,0,0,26.897114,22.894806,3.2017114,4.1138511,4.3906312,0,0,0,0,0,3.826169,2.5988717,9.1057653,11.377246,2.8571429,.95506769,.011818537,2.7689097,4.6869268,0,4.1821899,1.4705882,2.4096384,0,6,.022544803,-1.9180174,61.181885,20.172836
39,2,1.0986123,1,0,.88137358,.88137358,3.1609957,1.1508871,-.04654913,-5.7139854,5.8983603,45,1,0,378.13754,109.87329,22.070944,0,3892,8.2666788,1.2102033,1.2163954,1.3328056,1.1055328,1.3731647,0,1,0,0,0,0,0,0,0,0,0,2573.313232421875,-12.151257,-11.284535,-10.520947,-10.125221,-9.8590021,-9.6299629,-8.9121151,4589,8.4314175,.16473897,.022945,-4.3531232,-3.7746553,-3.9703374,-3.3594804,0,0,0,0,0,0,7.8180213,20.975018,3.8210652,2.2542689,4.0023417,0,0,0,0,0,2.9474161,3.4427259,8.0201569,9.375,20,.94964552,0,3.20908,4.5846186,0,.48899463,.54945058,0,1.388889,0,0,-1.3755386,0,0
40,0,0,0,0,0,0,4.7012944,1.5478379,1.0648785,-4.4967027,5.7708888,44,1,1,556.84442,110.27997,18.83082,0,1834,7.5142546,0,1.2729658,1.3621968,.09097188,1.6167806,0,1,0,0,0,0,0,0,0,0,0,1867.511840820313,-12.404838,-10.920895,-10.704092,-10.54096,-10.409507,-10.278794,-9.6325388,217,5.3798971,-2.1343572,.001085,-4.6737103,-6.6076508,-4.4173193,-3.4697244,0,0,30.163721,24.284487,0,0,15.87173,0,6.2465973,4.2884502,3.4576867,0,0,0,0,0,3.8829849,2.7645395,14.923585,10.285714,0,.94649476,.0039943941,2.2712677,5.0464454,0,.23856825,0,0,0,0,0,-2.775178,0,0
41,0,0,0,0,0,0,6.9276419,1.9355195,1.3130493,-4.6009073,6.138237,44,1,1,408.08429,110.12119,20.89308,0,8794,9.0818253,0,1.5260563,1.3677015,1.2175642,1.4492706,0,0,0,0,0,0,0,0,0,0,0,5912.800537109375,-10.317075,-10.189197,-9.9476118,-9.7693758,-9.6275539,-9.4917908,-8.9703474,13784,9.5312634,.44943884,.068920001,-3.5211978,-2.6748087,-.80368775,-1.1788751,0,0,18.158367,4.7537503,3.9776762,3.4517305,3.0135334,3.5780475,2.735575,3.2636819,2.6071906,1,0,1,0,.69314718,3.0630112,2.0194039,15.958791,20.414673,25.773195,.94685662,.094089836,3.9569666,4.3743491,0,1.2051492,1.5625,2.1428573,1.1111112,.74626863,.0044497978,-.41738236,2.3768752,3.0135334
42,0,0,0,0,0,0,5.384479,1.6835206,1.2883261,-3.6703296,5.1651225,44,1,1,629.59711,109.50204,18.574776,0,4160,8.3332701,0,1.346289,1.6957954,.51082551,1.6888353,0,1,0,0,0,0,0,0,0,0,0,493.3401794433594,-13.006024,-10.906809,-10.692171,-10.530388,-10.399872,-10.269916,-9.6236601,351,5.8607864,-2.4724841,.001755,-6.0048738,-6.6806197,-4.2188139,-2.6359015,0,0,0,21.158636,0,0,0,0,6.3042707,3.4575133,1.9366452,0,0,0,0,0,2.358901,3.546083,19.3118,21.115538,37.931034,.94359827,.64715451,3.0991621,5.0464454,0,1.8129148,1.2658228,1.923077,.75187969,1.8633541,0,-1.9472835,0,0
46,2,1.0986123,1,0,0,0,1.8722044,.62711656,.10621636,-5.6371756,5.9840007,45,1,0,347.34219,110.08284,23.326105,1,4132,8.3265171,1.3062516,1.3619623,1.3217559,1.160744,1.2641943,0,1,0,0,0,0,0,0,0,0,0,12305.03100585938,-11.888451,-11.372818,-10.7249,-10.364772,-10.116153,-9.8984575,-9.1760702,6141,8.722743,.39622605,.030704999,-2.7883091,-3.4833298,-3.621515,-3.3079135,59.019646,176.15627,21.037382,11.005373,7.6771975,0,14.447963,25.724634,4.4833355,3.784678,4.2799911,0,0,0,0,0,4.0078216,2.6705534,8.3326578,6.6176472,0,.93538922,.0096956985,3.0817056,4.6659675,0,.19665664,0,0,0,0,0,-1.5842621,143.06984,43.343887
47,1,.69314718,1,0,0,0,2.046865,.71630937,-1.6385144,-6.051537,4.6698165,45,1,0,521.30878,109.14352,25.462114,0,13307,9.4960451,1.2858238,1.4052315,1.5904349,1.2306721,1.2090505,0,1,0,0,0,0,0,0,0,0,0,2507.78466796875,-11.892364,-11.531402,-11.085648,-10.802755,-10.595763,-10.406442,-9.7010946,5658,8.6408262,-.85521972,.02829,-4.3789177,-3.5652468,-1.999185,-2.1883149,0,0,15.309954,9.8035975,0,0,4.970612,3.6827571,3.624449,3.1990402,2.7021554,0,0,1,0,.69314718,2.2827494,2.5198338,6.7013731,6.6666665,4.6511626,.93349719,0,4.1936011,5.116302,0,11.561893,1.7857144,0,3.125,5.7692308,0,-.92270106,14.705396,9.9412241
48,4,1.6094379,1,-1.8184464,-.97493118,.84351528,6.8601303,1.9257264,.14868714,-4.7876682,5.189508,45,1,0,415.98376,110.17922,25.155678,0,18238,9.8112631,1.3226365,1.4219931,1.5172067,1.2940632,1.1365073,0,1,0,0,0,0,0,0,0,0,0,14087.14133453369,-10.091233,-11.007782,-10.732286,-10.534327,-10.379355,-10.230422,-9.6505413,66344,11.102609,1.291346,.33171999,-2.653055,-1.4622471,.054269943,-1.2800066,55.784576,109.81652,46.320145,90.426949,26.789577,21.17877,114.0512,137.09618,4.0786557,5.0799065,5.9366121,1,0,1,1,.69314718,3.118248,3.751364,18.170132,12.5,10.869565,.97001922,.015172157,4.7322998,5.1617732,0,3.9317217,1.8987341,2.1551723,1.6528925,4.477612,.48564598,-.42947304,22.606737,13.686144
49,0,0,0,0,.88137358,.88137358,3.4710083,1.2444451,.45294619,-5.3815756,6.0705495,45,1,0,308.02924,110.4627,22.564053,0,6123,8.7198076,1.2230209,1.1567199,1.2673086,1.1028768,1.291446,0,0,0,0,0,0,0,0,0,0,0,8273.576904296875,-12.008066,-11.305845,-10.577312,-10.191813,-9.9305544,-9.7049799,-9.0012541,13776,9.5306835,.81087577,.068879999,-3.1852505,-2.6753895,-4.2000384,-2.9017303,15.142448,214.36925,39.831165,0,13.073895,3.3559899,26.78274,34.451172,3.4106491,3.8034148,4.6227589,0,0,1,0,1.0986123,2.9561169,3.4700792,9.2219706,11.824325,13.333333,.95893633,0,3.6168139,4.6139588,0,.71291864,.90909088,.49504951,1.5625,.69930071,0,-.99714506,0,2.6782739
50,0,0,0,0,0,0,4.8680706,1.5826976,-.21570334,-4.8925371,4.9186254,45,1,0,663.10266,107.00011,23.539339,1,83538,11.333056,1.267175,1.2169931,1.2872975,1.1413697,1.5047202,0,0,0,0,0,0,0,0,0,0,0,26229.52404785156,-13.32299,-12.193225,-11.352191,-10.935434,-10.659245,-10.42668,-9.8601141,5288,8.5731955,-2.7598615,.02644,-2.0314317,-3.6328773,-1.5385303,-1.2651653,590.59576,160.93111,2.3635578,8.1545429,3.3595781,1.0195236,9.2916574,5.7312455,6.4255834,2.7271838,3.0254483,1,0,0,1,0,2.7271838,3.2832775,15.083227,23.655914,9.6153851,.94460547,.57036126,5.7492008,4.8522863,0,2.7951372,2.2792022,2.2727273,2.2857141,3.1914895,0,.89691484,6.1159072,10.099628
51,0,0,0,0,-.88137358,-.88137358,3.7212231,1.3140523,-.22959535,-5.1895247,5.2061934,45,1,0,394.05289,109.72466,23.833843,1,8448,9.0416851,1.2966821,1.3573067,1.301877,1.2321436,1.2578322,0,1,0,0,0,0,0,0,0,0,0,6593.73551940918,-11.676726,-11.284493,-10.84509,-10.564996,-10.359608,-10.171208,-9.4412575,8718,9.0731449,.031460125,.043590002,-3.4121974,-3.1330423,-2.3902152,-2.392863,0,0,0,0,0,7.4713087,3.094182,0,3.1584063,1.8034049,2.5158179,0,0,0,0,0,1.8034049,3.0754337,9.464798,,,,.021627456,3.781352,4.9233913,0,0,,,,,0,-1.1420391,24.281124,9.282546
52,0,0,0,-.88137358,.055699285,.93707287,4.4433255,1.4914031,-.66484749,-5.5368547,5.1225972,45,1,0,331.4494,110.77471,24.602942,0,5369,8.588397,1.3019533,1.3488368,1.4606649,1.2735537,1.1213613,0,1,0,0,0,0,0,0,0,0,0,6023.403202056885,-11.736029,-12.471704,-11.345164,-10.866197,-10.562244,-10.311053,-9.6680603,15850,9.6709251,1.0825279,.07925,-3.502665,-2.5332568,-4.0581603,-4.6309233,0,0,291.50781,0,39.020786,50.388206,50.394436,20.60581,2.6012974,5.1546626,4.9007101,0,0,1,1,0,3.8553798,3.6685662,9.4507513,6.3694267,19.23077,.95900369,.0046659862,3.4552479,5.1889248,0,7.4333968,5.5045872,3.3898306,8,18,.17315789,-1.7336769,62.995407,16.798145
53,0,0,0,0,0,0,6.1463614,1.8158603,.026038108,-4.9375572,5.2049055,45,1,0,254.40977,111.15824,23.804201,1,7713,8.9506626,1.3506672,1.2892327,1.3837912,1.258461,1.1461743,0,1,0,0,0,0,0,0,0,0,0,2632.727905273438,-12.363679,-11.713807,-11.007871,-10.629213,-10.371317,-10.14802,-9.4529161,5735,8.6543427,-.29631945,.028674999,-4.330297,-3.5543485,-3.3253603,-3.0629349,110.80934,121.42676,79.248039,39.120464,5.3577857,12.419485,0,34.701263,4.9954929,4.5421143,4.4162335,0,0,1,0,0,4.2544322,3.6822641,15.076553,20.238094,54.545456,.95879894,.4834201,3.7553253,4.9645495,0,1.493466,.94339621,0,1.923077,1.6666667,0,-1.2092242,23.472279,26.490841
54,0,0,0,0,.88137358,.88137358,2.7461486,1.0101994,-.23839268,-5.5303335,5.5309386,45,1,0,266.77045,110.86887,23.265442,1,6608,8.7960367,1.3250836,1.1631508,1.3317062,1.1901274,1.207924,0,0,0,0,0,0,0,0,0,0,0,5076.306640625,-12.453492,-11.400928,-10.810617,-10.470358,-10.231981,-10.021489,-9.3208532,6382,8.7612371,-.034799509,.031909999,-3.6737335,-3.4385879,-3.8408659,-2.8320038,0,0,0,22.492769,5.3351736,0,3.405709,18.591639,3.4661851,3.6240196,3.7904024,0,0,1,0,0,4.0940232,3.4226778,7.5862131,7.1999998,20,.94324523,.011248366,3.564132,4.8014975,0,.47664171,1.4705882,1.388889,1.5625,0,-.0028307559,-1.2373652,7.4975896,3.405709
55,4,1.6094379,1,0,.88137358,.88137358,10.158145,2.3182759,1.2135537,-4.2303147,5.6925211,45,1,0,454.11603,109.3193,24.440325,0,6270,8.7435312,1.2286654,1.3743182,1.4663371,1.2216724,1.2525806,0,1,0,0,0,0,0,0,0,0,0,2112.057373046875,-11.357258,-11.475433,-11.030152,-10.747467,-10.540594,-10.350419,-9.5864038,8730,9.0745211,.330989,.043650001,-4.5506549,-3.131552,-2.3622775,-2.8846438,447.3866,259.34662,76.810379,127.94107,66.763725,6.0318999,19.949053,11.615151,6.1574903,5.618825,4.0047827,1,0,0,0,.69314718,2.9797676,2.9931817,25.078753,41,38.709679,.96349627,0,3.4423544,5.0624833,0,2.5006075,.47393367,.99009901,0,4.5454545,0,-1.6201288,49.208103,14.96179
56,0,0,0,0,-.56226188,-.56226188,4.3289471,1.4653243,-.27341264,-4.8779788,4.8556619,45,1,0,555.81622,108.38095,24.767456,1,18260,9.8124685,1.2303461,1.2453463,1.1996531,1.1394343,1.3139158,0,1,0,0,0,0,0,0,0,0,0,13097.93431854248,-12.244878,-12.175184,-11.410398,-11.014331,-10.747947,-10.521065,-9.9237137,15823,9.66922,-.1432483,.079115003,-2.7258627,-2.5368528,-2.364614,-2.7052546,64.343224,182.18066,84.958061,19.771164,0,5.0968661,0,2.2353387,4.3465533,4.1628795,2.3180349,0,0,0,0,1.0986123,3.2073681,3.2735462,11.78945,0,25,.92666668,0,4.0382047,4.7567935,0,1.9275283,4.5454545,0,7.1428576,0,.18564603,-.71858901,19.771164,8.1245575
57,1,.69314718,1,0,-.88137358,-.88137358,3.0527747,1.1160508,.46995664,-4.8771696,5.5865116,45,1,0,471.79617,108.8742,23.461319,1,6278,8.7448063,1.241713,1.1845547,1.2342781,1.107123,1.3520585,0,1,0,0,0,0,0,0,0,0,0,3442.4091796875,-11.911326,-11.460555,-10.966889,-10.663682,-10.445255,-10.250266,-9.6471357,7620,8.9385319,.19372492,.0381,-4.0621457,-3.2675409,-3.1007667,-2.8915195,0,0,0,18.453058,6.8132911,0,4.5062232,0,3.325809,3.6083772,2.1986065,0,0,0,0,0,2.91523,2.8917537,9.7767172,,,,.0052173273,3.2077715,4.7232151,0,0,,,,,0,-1.5154434,184.53058,36.049786
58,0,0,0,0,0,0,3.1773198,1.156038,1.2764082,-5.3186555,6.8250494,44,1,1,342.39987,110.37376,21.699625,0,5797,8.6650963,.23180157,1.3680123,1.3418427,1.1549652,1.3657672,0,0,0,0,0,0,0,0,0,0,0,8815.298095703125,-11.228465,-10.942616,-9.9263506,-9.468894,-9.1742601,-8.9329109,-8.5347385,9273,9.1348619,.46976641,.046365,-3.1218288,-3.0604842,-2.3152144,-2.8666079,21.678467,25.95895,117.02969,7.0596991,8.9360399,1.6638995,2.6142118,3.5111263,3.7694666,4.2056942,2.3472569,1,0,1,0,1.0986123,2.8706932,2.752722,9.9827089,12.893553,0,.95108676,.0081140753,3.5381083,3.8127456,0,.17511205,.11600928,.24449879,0,.62111801,0,-.27463737,0,0
59,0,0,0,0,.88137358,.88137358,7.7328763,2.045481,1.236079,-4.8252563,6.2918329,44,1,1,261.04663,111.06293,22.068409,0,8996,9.1045351,.68859136,1.2344139,1.2048815,1.1136502,1.2870964,0,0,0,0,1,0,-.14814815,0,0,-.14814815,-.14814815,17643.10382080078,-11.8024,-10.952633,-9.9371605,-9.4798689,-9.1853075,-8.9440088,-8.5456886,11766,9.3729696,.26843399,.05883,-2.4279723,-2.8331034,-2.6121719,-2.4361873,16.164515,44.543945,101.56368,9.1973858,2.9109523,2.1682467,3.4067814,3.4312081,3.4759655,3.9681191,2.404423,1,0,0,0,0,3.2305202,2.7839127,12.213185,15.295359,16.27907,.96316236,.35363102,3.9721708,3.8184605,3,.62768519,.43827611,.81699353,.1321004,1.0638298,0,.1537105,2.2993464,0
60,0,0,0,0,0,0,4.9337707,1.5961035,.352348,-4.9606719,5.5457807,45,1,1,500.26102,108.66421,22.0506,0,11176,9.3215237,1.0700018,1.2146845,1.2439328,1.0986123,1.4669263,0,0,0,0,0,0,0,0,0,0,0,2705.265625,-12.109166,-11.588094,-10.84816,-10.459283,-10.196378,-9.9706154,-9.3148136,10552,9.2640705,-.057453208,.052760001,-4.3031173,-2.9420018,-2.6912668,-2.5905244,20.529949,16.242674,0,0,0,4.7970505,3.8276033,.99331242,3.7150319,1.5266358,2.4408512,0,0,0,0,0,2.625248,3.9071882,11.537776,14.423077,22.105263,.94699645,.021742076,3.1694028,3.8295958,0,3.6744709,2.7906976,2.0491803,3.7634411,2.9411764,0,-.66019291,4.6026664,0
61,0,0,0,0,0,0,3.7201414,1.3137617,1.4438089,-4.7426629,6.4236655,45,1,0,354.81253,109.99232,22.68317,0,2615,7.8690195,1.3019533,1.2010273,1.2858238,1.1370786,1.3179402,0,1,0,0,0,0,0,0,0,0,0,5029.754974365234,-11.837764,-11.289477,-10.531284,-10.137102,-9.8716269,-9.6429548,-8.9196463,5545,8.6206522,.75163251,.027725,-3.682946,-4.0274339,-4.3698568,-3.7579868,0,0,30.583418,14.328704,9.6608591,7.4083452,29.47002,45.751091,3.5950606,4.0485592,4.9094296,0,0,1,0,0,4.4540243,3.9711602,14.526581,9.6491232,7.6923075,.95526457,0,2.8128498,4.5991478,0,1.0860161,1.9417475,1.5625,2.5641026,1.0638298,0,-1.7862982,14.328704,11.788008
62,0,0,0,0,0,0,6.4062185,1.8572692,1.290876,-4.3882694,5.9087334,45,1,1,427.03152,109.42201,21.935196,0,5878,8.6789722,1.0062391,1.3373203,1.2939211,1.1180304,1.4173648,0,0,0,0,0,0,0,0,0,0,0,4158.807250976563,-12.087656,-11.589379,-10.842734,-10.451894,-10.188034,-9.9616423,-9.3047924,7492,8.9215908,.24261922,.037459999,-3.8730891,-3.2834144,-3.5068915,-3.2393007,0,0,165.27853,34.815304,0,4.5224891,0,0,3.3315036,4.8028202,1.9758174,1,1,0,0,0,3.5500572,4.5785069,14.627366,11.989796,10.204082,.96561873,.011994791,2.5264914,3.8202803,0,2.7646935,2.2364218,3.6144576,.6802721,2.0270269,0,-1.2937889,26.111479,3.6062565
63,0,0,0,.88137364,-.93707287,-1.8184465,8.2124004,2.1056452,1.0400442,-4.2896996,5.5434852,44,1,1,503.67899,110.2009,19.503391,0,14939,9.6117306,.021506084,1.428854,1.3489197,.98150843,1.5622325,0,1,0,0,0,0,0,0,0,0,0,2897.304138183594,-11.036099,-10.905055,-10.693146,-10.533068,-10.403742,-10.274747,-9.6284914,8963,9.1008606,-.51087028,.044815,-4.2345366,-3.1052125,-.96973109,-1.3547802,0,20.776175,54.673267,61.925819,30.151768,11.039159,21.347004,12.20282,3.177644,4.9732351,4.0303121,1,0,1,0,.69314718,3.9717865,4.0642138,19.817272,13.545347,7.1428571,.93507904,.42639184,4.3727908,5.0464454,0,1.4392663,.54102796,.65502185,.4608295,2.016129,.1593312,-.67365456,5.897697,1.9406368
64,0,0,0,0,0,0,5.6790161,1.736778,.82963586,-4.0945096,5.1369362,44,1,1,609.66956,109.14646,19.138371,0,11787,9.374752,.070451751,1.4736098,1.6716928,.60547191,1.6634099,0,0,0,0,0,0,0,0,0,0,0,2222.311599731445,-12.883881,-10.902872,-10.689728,-10.528876,-10.399011,-10.26958,-9.6233234,835,6.7274318,-2.6473207,.0041749999,-4.4997692,-6.3396044,-3.0337458,-1.5899856,0,0,0,3.7246578,0,0,4.8938251,1.2821922,5.3203249,2.0081222,2.2811213,0,0,0,0,0,2.4135873,2.9742684,12.679656,17.527676,20.979021,.95348179,.28115198,4.1409802,5.0464454,0,2.9698277,2.6315789,2.0242915,2.9473684,4.1121492,0,-.90546542,7.4493155,0
65,0,0,0,0,0,0,10.660234,2.3665204,2.2706902,-3.2056739,5.8785982,13,0,1,1060.7397,116.91046,38.733154,1,2480,7.8160138,1.2568363,1.0986123,1.5686159,0,.98874152,0,0,0,0,0,0,0,0,0,0,0,18880.048828125,-11.142369,-10.633244,-9.7870245,-9.3689327,-9.0921202,-8.8590584,-7.9498754,6456,8.7727652,.95675135,.032280002,-2.3602116,-3.4083731,-3.2570686,-3.2268004,0,0,16.730433,71.779243,23.626205,82.401268,45.40551,12.575577,3.2520812,4.8042235,4.9748702,1,1,1,0,0,1.9710103,1.736192,11.057998,0,7.1428571,.94956154,0,3.6009088,4.6535211,,9.4706268,8.5365858,11.267606,5.5837564,8.1081076,,-1.0526122,7.1779246,8.5135336
66,0,0,0,0,0,0,8.8798409,2.1837835,2.4426258,-3.5272944,6.3705888,13,0,0,1101.8975,116.0318,38.796265,0,1672,7.4217758,.52806735,1.0986123,1.4596257,0,1.0224448,0,1,1,0,0,0,0,0,0,0,0,24562.59030151367,-10.509853,-10.49096,-9.711257,-9.3109818,-9.0425797,-8.8147516,-8.2355728,13436,9.5056925,2.0839171,.06718,-2.0970929,-2.6200392,-3.4960074,-3.423275,0,0,129.14609,602.05865,85.983513,192.17188,104.69724,42.872734,2.61834,6.6839304,5.8237929,1,1,1,1,0,3.3880932,2.0861235,12.624231,0,16.883118,.94186652,0,3.7563493,5.1589766,,10.149188,12.429379,12.941177,11.956522,16.504854,,-1.4026271,0,4.0268173
68,0,0,0,0,0,0,7.587039,2.0264413,2.3151562,-3.451865,6.1605101,13,0,0,1122.8589,116.22955,39.093998,0,112,4.7184987,0,1.0986123,1.6094379,0,1.0466202,0,1,1,0,0,0,0,0,0,0,0,387.9122619628906,-10.356391,-10.324736,-9.5979023,-9.2129107,-8.9519005,-8.729537,-8.1974421,1061,6.9669671,2.2484682,.0053050001,-6.2452936,-5.2697301,-6.0634527,-5.920712,0,0,0,0,0,0,0,0,5.3068466,4.8794036,4.0110378,0,0,0,0,0,4.8794036,4.0110378,,,,,0,1.1221066,5.1420665,,,,,,,,-4.0199599,0,0
69,0,0,0,0,0,0,7.1817589,1.9715443,1.9183294,-3.6786852,5.9889526,13,0,1,979.98053,117.25916,38.058197,1,11139,9.3182077,1.5281749,1.0780777,1.5321354,0,.90793622,0,1,1,0,0,0,0,0,0,0,0,93265.736328125,-10.836393,-10.435723,-9.6795502,-9.2859488,-9.0207529,-8.7961788,-8.0779829,56911,10.949244,1.6310362,.28455499,-.76286459,-1.1109227,-1.7555153,-1.4535216,13.187298,0,21.400743,41.622379,23.238131,48.275921,31.445726,21.988251,2.8023975,4.4722161,4.7509708,0,1,1,1,0,1.7476366,1.4238813,10.967088,8.333333,10.967742,.94234693,0,5.1617293,4.6481457,,10.085497,9.8124104,7.9365082,11.375661,11.471321,,.5135839,1.4352545,.5933156
70,0,0,0,0,0,0,7.2746377,1.9843941,1.8288368,-3.9278853,6.1416216,13,0,0,999.56378,115.73823,37.568974,1,5666,8.6422386,1.5973166,1.0742209,1.6792336,0,.91033244,0,1,1,0,0,0,0,0,0,0,0,106452.927734375,-10.337341,-10.289346,-9.6740408,-9.3249702,-9.0820141,-8.8714628,-8.3279076,51136,10.842244,2.2000053,.25567999,-.63061446,-1.1049725,-2.0205467,-1.8887993,7.0364084,0,41.535507,115.05087,55.419773,77.617958,25.152483,18.256927,2.3565629,5.3885112,4.7935724,1,1,0,1,0,2.8235617,2.7941737,12.567009,9.8039217,17.289721,.94954532,0,5.0098505,5.2479944,,12.98521,12.835821,13.259668,12.337663,13.068181,,-.23814397,5.6122375,0
71,0,0,0,0,0,0,6.4519935,1.8643891,1.9665875,-3.9230273,6.2834449,13,0,0,1046.1893,116.20931,38.298595,1,4063,8.3096771,1.382048,1.0986123,1.6558039,0,.96550471,0,1,1,0,0,0,0,0,0,0,0,60577.90380859375,-10.555037,-10.653687,-9.8425198,-9.43363,-9.1611338,-8.9295483,-8.2858744,33327,10.414124,2.1044462,.16663501,-1.1943872,-1.8347714,-2.7658422,-2.7235024,16.601866,0,83.383606,162.09637,43.077904,67.948662,37.173763,41.012085,3.0971971,5.593286,5.1416597,1,1,1,1,0,2.9191372,2.0061653,9.5049915,0,9.3117409,.95101517,0,4.5460658,5.1767478,,15.686625,14.929578,14.545454,15.263158,14.778325,,-.63068193,0,1.8586881
72,0,0,0,0,0,0,7.1979713,1.9737992,2.0563595,-3.9269099,6.3567443,37,0,0,892.17352,116.09342,36.584023,1,3028,8.0156574,1.5778326,1.2039728,1.5639756,.55004621,.79917383,0,1,1,0,0,0,0,0,0,0,0,56612.8623046875,-9.5001659,-10.701248,-9.5774269,-9.0989561,-8.7952156,-8.5463371,-7.7740412,68892,11.140295,3.1246378,.34446001,-1.2620811,-1.4590156,-1.9430996,-3.4287503,5.9150381,0,58.667446,185.92264,97.495491,87.220291,32.301651,23.560724,2.1829631,5.9055743,5.030489,1,1,1,1,0,3.171207,2.8332646,14.432315,24.324324,18.253969,.95237297,0,4.2070489,4.7465639,,8.9166222,9.3023252,9.4017096,9.23913,10.588236,,-.53951496,0,3.4001739
73,0,0,0,0,0,0,6.026844,1.7962235,1.8213371,-3.9849143,6.1892304,37,0,0,908.39185,117.43016,37.407665,1,3388,8.1279955,1.5781853,1.0986123,1.562185,.037740469,.83454221,1,0,0,0,0,0,0,0,0,0,0,18670.62890625,-10.175365,-10.029673,-9.369709,-9.0056152,-8.7549906,-8.5409031,-8.2071304,38943,10.569855,2.4418592,.19471499,-2.3713658,-1.6312491,-2.4932036,-2.1709185,0,0,20.09136,79.615471,48.103401,56.159309,15.112067,4.3294029,1.6914623,5.0918617,4.2195711,1,1,0,1,0,1.2417142,2.204668,8.0569887,,7.6271186,.94067061,0,4.0658545,4.4861579,,9.9513388,9.6774187,10.476191,9.090909,8.965518,,-.42030323,6.9230843,0
